count,faces,points,x-range,y-range
967,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[187, 349], [187, 274], [263, 86], [263, 12], [408, 171], [408, 96], [333, 434], [333, 359]]",221,422
968,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[187, 352], [187, 295], [260, 87], [260, 31], [413, 174], [413, 118], [341, 440], [341, 383]]",226,409
969,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[194, 360], [194, 285], [264, 92], [264, 18], [412, 174], [412, 99], [343, 442], [343, 367]]",218,424
970,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 362], [191, 287], [269, 95], [269, 20], [420, 177], [420, 102], [342, 444], [342, 369]]",229,424
971,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[197, 354], [197, 279], [264, 89], [264, 15], [410, 179], [410, 104], [343, 444], [343, 369]]",213,429
972,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[184, 363], [184, 303], [272, 100], [272, 41], [439, 178], [439, 118], [351, 441], [351, 381]]",255,400
973,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[200, 359], [200, 285], [267, 86], [267, 11], [422, 174], [422, 99], [355, 448], [355, 373]]",222,437
974,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[191, 369], [191, 295], [271, 97], [271, 23], [430, 165], [430, 91], [350, 437], [350, 363]]",239,414
975,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[199, 369], [199, 306], [271, 97], [271, 35], [430, 165], [430, 102], [358, 437], [358, 374]]",231,402
976,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[202, 369], [202, 285], [274, 91], [274, 7], [433, 159], [433, 75], [361, 437], [361, 352]]",231,430
977,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[205, 368], [205, 307], [278, 90], [278, 29], [437, 157], [437, 96], [365, 436], [365, 375]]",232,407
978,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[208, 368], [208, 284], [281, 97], [281, 13], [439, 165], [439, 80], [366, 436], [366, 352]]",231,423
979,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[213, 368], [213, 284], [282, 90], [282, 6], [441, 158], [441, 74], [373, 436], [373, 352]]",228,430
980,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[218, 364], [218, 280], [286, 90], [286, 6], [445, 157], [445, 73], [377, 432], [377, 347]]",227,426
981,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[219, 363], [219, 290], [290, 91], [290, 18], [449, 159], [449, 85], [378, 431], [378, 357]]",230,413
982,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 363], [222, 285], [288, 86], [288, 8], [447, 154], [447, 76], [381, 431], [381, 353]]",225,423
983,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[223, 359], [223, 275], [297, 82], [297, -1], [460, 149], [460, 65], [386, 427], [386, 343]]",237,428
984,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 359], [222, 275], [291, 85], [291, 0], [456, 143], [456, 59], [387, 418], [387, 334]]",234,418
985,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[221, 356], [221, 272], [292, 82], [292, -1], [457, 139], [457, 55], [386, 413], [386, 329]]",236,414
986,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[222, 357], [222, 272], [288, 85], [288, 0], [452, 133], [452, 49], [386, 405], [386, 321]]",230,405
987,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[213, 350], [213, 266], [293, 78], [293, -5], [464, 134], [464, 50], [383, 406], [383, 322]]",251,411
988,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[216, 349], [216, 264], [286, 74], [286, -9], [456, 127], [456, 43], [386, 402], [386, 317]]",240,411
989,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[221, 343], [221, 258], [287, 66], [287, -17], [448, 117], [448, 33], [382, 394], [382, 309]]",227,411
990,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[213, 339], [213, 255], [287, 66], [287, -17], [455, 116], [455, 32], [381, 389], [381, 305]]",242,406
991,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[208, 344], [208, 260], [281, 71], [281, -12], [455, 116], [455, 32], [381, 389], [381, 305]]",247,401
992,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[216, 346], [216, 261], [266, 69], [266, -15], [432, 112], [432, 28], [381, 389], [381, 305]]",216,404
993,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[216, 340], [216, 256], [263, 64], [263, -20], [429, 113], [429, 29], [381, 389], [381, 305]]",213,409
994,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[219, 339], [219, 255], [257, 53], [257, -30], [419, 103], [419, 19], [381, 389], [381, 305]]",200,419
995,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[224, 328], [224, 264], [258, 50], [258, -13], [417, 101], [417, 37], [383, 380], [383, 316]]",193,393
996,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[212, 322], [212, 229], [254, 50], [254, -42], [411, 101], [411, 7], [369, 373], [369, 279]]",199,415
997,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[205, 325], [205, 240], [254, 54], [254, -29], [410, 95], [410, 11], [362, 366], [362, 282]]",205,395
998,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[204, 322], [204, 237], [252, 50], [252, -33], [405, 97], [405, 13], [357, 368], [357, 284]]",201,401
999,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[204, 334], [204, 250], [246, 56], [246, -27], [404, 90], [404, 6], [362, 368], [362, 284]]",200,395
0,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[112, 330], [112, 155], [312, 330], [312, 154], [294, 346], [294, 170], [94, 346], [94, 170]]",218,192
1,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[112, 330], [112, 155], [312, 330], [312, 154], [294, 346], [294, 170], [94, 346], [94, 170]]",218,192
10,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[112, 330], [112, 155], [311, 330], [311, 155], [293, 345], [293, 170], [94, 345], [94, 170]]",217,190
100,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 323], [119, 149], [314, 323], [314, 149], [298, 337], [298, 163], [103, 337], [103, 163]]",211,188
101,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 355], [142, 165], [342, 355], [342, 165], [322, 372], [322, 181], [122, 372], [122, 182]]",220,207
102,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[141, 359], [141, 170], [341, 359], [341, 170], [322, 375], [322, 185], [122, 375], [122, 185]]",219,205
103,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 361], [142, 171], [342, 361], [342, 171], [323, 377], [323, 187], [123, 377], [123, 187]]",219,206
104,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 361], [142, 172], [342, 361], [342, 172], [321, 379], [321, 190], [121, 379], [121, 190]]",221,207
105,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[144, 365], [144, 175], [345, 365], [345, 175], [331, 377], [331, 187], [129, 377], [129, 187]]",216,202
106,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 367], [142, 175], [341, 367], [341, 175], [323, 383], [323, 191], [123, 383], [123, 191]]",218,208
107,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 365], [142, 175], [342, 365], [342, 175], [321, 384], [321, 193], [121, 384], [121, 193]]",221,209
108,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 367], [139, 172], [345, 367], [345, 172], [327, 383], [327, 190], [124, 382], [124, 190]]",221,211
109,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 368], [142, 171], [341, 368], [341, 171], [318, 385], [318, 188], [119, 385], [119, 188]]",222,214
11,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 368], [142, 171], [341, 368], [341, 171], [318, 385], [318, 188], [119, 385], [119, 188]]",222,214
110,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 320], [120, 148], [312, 320], [312, 148], [288, 337], [288, 165], [97, 337], [97, 165]]",215,189
111,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 366], [142, 169], [341, 366], [341, 169], [318, 383], [318, 186], [119, 383], [119, 186]]",222,214
112,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 365], [143, 168], [343, 365], [343, 168], [320, 382], [320, 185], [120, 382], [120, 185]]",223,214
113,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[142, 365], [142, 167], [341, 365], [341, 167], [318, 382], [318, 184], [119, 382], [119, 184]]",222,215
114,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[143, 364], [143, 164], [342, 364], [342, 164], [315, 383], [315, 184], [116, 383], [116, 184]]",226,219
115,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[139, 365], [139, 160], [339, 365], [339, 160], [311, 385], [311, 180], [111, 385], [111, 180]]",228,225
116,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[135, 366], [135, 162], [340, 366], [340, 162], [323, 378], [323, 174], [117, 378], [117, 174]]",223,216
117,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[137, 363], [137, 159], [339, 363], [339, 159], [318, 378], [318, 174], [116, 378], [116, 174]]",223,219
118,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[135, 365], [135, 158], [334, 365], [334, 158], [304, 387], [304, 180], [104, 387], [104, 180]]",230,229
119,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 364], [130, 158], [337, 364], [337, 158], [320, 377], [320, 171], [112, 377], [112, 171]]",225,219
12,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 363], [132, 158], [333, 363], [333, 158], [310, 380], [310, 175], [108, 380], [108, 175]]",225,222
120,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[119, 321], [119, 148], [312, 321], [312, 148], [296, 333], [296, 160], [103, 333], [103, 160]]",209,185
121,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 364], [134, 158], [333, 364], [333, 157], [316, 377], [316, 170], [117, 377], [117, 170]]",216,220
122,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 362], [129, 156], [330, 362], [330, 156], [311, 376], [311, 169], [110, 376], [110, 169]]",220,220
123,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 360], [130, 154], [331, 360], [331, 154], [310, 375], [310, 169], [110, 375], [110, 169]]",221,221
124,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 359], [130, 151], [329, 359], [329, 151], [311, 372], [311, 164], [112, 372], [112, 164]]",217,221
125,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[128, 358], [128, 148], [329, 358], [329, 148], [319, 384], [319, 173], [119, 384], [119, 173]]",210,236
126,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 360], [127, 152], [328, 360], [328, 152], [305, 377], [305, 169], [104, 377], [104, 169]]",224,225
127,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 357], [130, 152], [329, 357], [329, 152], [306, 374], [306, 169], [106, 374], [106, 169]]",223,222
128,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 358], [130, 150], [327, 358], [327, 149], [312, 369], [312, 160], [114, 369], [114, 161]]",213,220
129,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 358], [129, 150], [327, 358], [327, 150], [310, 371], [310, 162], [112, 371], [112, 163]]",215,221
13,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 357], [129, 150], [329, 357], [329, 150], [305, 374], [305, 167], [106, 374], [106, 167]]",223,224
130,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[118, 320], [118, 146], [315, 320], [315, 146], [299, 332], [299, 157], [102, 332], [102, 157]]",213,186
131,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 359], [130, 140], [329, 359], [329, 140], [313, 370], [313, 151], [115, 370], [115, 151]]",214,230
132,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 360], [130, 148], [329, 360], [329, 148], [310, 374], [310, 162], [110, 374], [110, 162]]",219,226
133,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 358], [131, 148], [330, 358], [330, 148], [315, 369], [315, 158], [117, 369], [117, 158]]",213,221
134,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 358], [130, 146], [329, 358], [329, 146], [311, 370], [311, 158], [112, 370], [112, 158]]",217,224
135,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 357], [131, 146], [331, 357], [331, 146], [307, 374], [307, 163], [108, 374], [108, 163]]",223,228
136,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 359], [132, 144], [330, 359], [330, 144], [309, 374], [309, 159], [111, 374], [111, 159]]",219,230
137,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 358], [130, 145], [329, 358], [329, 145], [313, 370], [313, 156], [114, 370], [114, 156]]",215,225
138,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 356], [131, 141], [329, 356], [329, 141], [306, 373], [306, 158], [107, 373], [107, 158]]",222,232
139,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 356], [132, 143], [333, 356], [333, 143], [307, 374], [307, 161], [106, 374], [106, 161]]",227,231
14,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 356], [132, 141], [335, 356], [335, 141], [318, 368], [318, 153], [115, 368], [115, 153]]",220,227
140,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 319], [120, 146], [314, 319], [314, 146], [290, 336], [290, 163], [96, 336], [96, 163]]",218,190
141,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 354], [131, 140], [330, 354], [330, 140], [307, 371], [307, 157], [107, 371], [107, 157]]",223,231
142,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 355], [131, 137], [331, 355], [331, 137], [315, 367], [315, 148], [115, 367], [115, 148]]",216,230
143,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 353], [132, 138], [333, 353], [333, 138], [314, 368], [314, 152], [112, 368], [112, 152]]",221,230
144,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 354], [132, 133], [332, 354], [332, 133], [309, 372], [309, 150], [108, 372], [108, 150]]",224,239
145,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 354], [131, 132], [331, 354], [331, 132], [307, 371], [307, 149], [108, 371], [108, 149]]",223,239
146,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[128, 351], [128, 130], [331, 351], [331, 130], [308, 368], [308, 147], [105, 368], [105, 147]]",226,238
147,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[128, 350], [128, 127], [327, 350], [327, 127], [309, 363], [309, 140], [110, 363], [110, 140]]",217,236
148,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[128, 349], [128, 127], [331, 349], [331, 127], [307, 366], [307, 143], [104, 366], [104, 144]]",227,239
149,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 346], [127, 121], [331, 346], [331, 121], [307, 363], [307, 138], [104, 363], [104, 138]]",227,242
15,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 344], [124, 120], [329, 344], [329, 120], [313, 356], [313, 131], [108, 356], [108, 131]]",221,236
150,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 319], [120, 145], [315, 319], [315, 145], [292, 336], [292, 162], [96, 336], [96, 162]]",219,191
151,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[122, 344], [122, 116], [327, 344], [327, 116], [304, 361], [304, 133], [98, 361], [98, 133]]",229,245
152,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[124, 344], [124, 116], [328, 344], [328, 116], [315, 353], [315, 125], [110, 353], [110, 125]]",218,237
153,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[123, 343], [123, 114], [327, 343], [327, 114], [308, 357], [308, 128], [104, 357], [104, 128]]",223,243
154,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[122, 342], [122, 114], [326, 342], [326, 114], [303, 359], [303, 131], [98, 359], [98, 131]]",228,245
155,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[121, 342], [121, 110], [327, 342], [327, 110], [307, 354], [307, 122], [101, 354], [101, 122]]",226,244
156,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[121, 342], [121, 111], [327, 342], [327, 111], [307, 354], [307, 123], [101, 354], [101, 123]]",226,243
157,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 344], [127, 112], [329, 344], [329, 112], [307, 357], [307, 125], [105, 357], [105, 125]]",224,245
158,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 345], [127, 111], [331, 345], [331, 111], [311, 357], [311, 122], [108, 357], [108, 122]]",223,246
159,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 346], [129, 112], [335, 346], [335, 111], [319, 355], [319, 121], [112, 355], [112, 121]]",223,244
16,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[130, 345], [130, 109], [332, 345], [332, 109], [313, 357], [313, 120], [110, 357], [110, 120]]",222,248
160,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 317], [120, 145], [314, 318], [314, 145], [295, 329], [295, 157], [100, 329], [100, 157]]",214,184
161,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 349], [131, 111], [337, 349], [337, 111], [321, 358], [321, 120], [115, 358], [115, 120]]",222,247
162,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 347], [132, 111], [338, 347], [338, 111], [319, 358], [319, 122], [113, 358], [113, 122]]",225,247
163,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[133, 347], [133, 112], [339, 347], [339, 112], [320, 358], [320, 124], [113, 358], [113, 124]]",226,246
164,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 347], [134, 108], [335, 347], [335, 108], [311, 362], [311, 122], [110, 362], [110, 122]]",225,254
165,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 347], [134, 109], [338, 347], [338, 109], [319, 359], [319, 120], [115, 359], [115, 120]]",223,250
166,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 347], [134, 108], [339, 347], [339, 108], [320, 359], [320, 119], [114, 359], [114, 120]]",225,251
167,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[133, 344], [133, 107], [336, 344], [336, 107], [317, 356], [317, 119], [113, 356], [113, 119]]",223,249
168,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[134, 345], [134, 104], [338, 345], [338, 104], [318, 357], [318, 116], [114, 357], [114, 116]]",224,253
169,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[132, 344], [132, 104], [337, 344], [337, 104], [317, 355], [317, 115], [113, 355], [113, 115]]",224,251
17,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[135, 344], [135, 103], [336, 344], [336, 103], [317, 356], [317, 114], [115, 356], [115, 114]]",221,253
170,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 319], [120, 146], [313, 319], [313, 145], [294, 331], [294, 157], [100, 331], [100, 157]]",213,186
171,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[135, 344], [135, 103], [337, 344], [337, 103], [317, 356], [317, 114], [115, 356], [115, 114]]",222,253
172,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[133, 343], [133, 102], [330, 343], [330, 101], [311, 355], [311, 113], [113, 355], [113, 113]]",217,254
173,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 345], [131, 99], [334, 345], [334, 99], [307, 361], [307, 115], [105, 361], [105, 115]]",229,262
174,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 346], [127, 100], [335, 346], [335, 100], [316, 358], [316, 111], [107, 358], [107, 112]]",228,258
175,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[127, 347], [127, 99], [333, 347], [333, 99], [309, 361], [309, 113], [103, 361], [103, 113]]",230,262
176,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[126, 346], [126, 99], [332, 346], [332, 99], [307, 361], [307, 114], [101, 361], [101, 114]]",231,262
177,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[126, 350], [126, 101], [332, 350], [332, 101], [307, 365], [307, 115], [101, 365], [101, 115]]",231,264
178,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[126, 349], [126, 103], [332, 349], [332, 103], [312, 361], [312, 114], [106, 360], [106, 114]]",226,258
179,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[126, 349], [126, 106], [332, 349], [332, 106], [312, 361], [312, 117], [106, 361], [106, 117]]",226,255
18,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 351], [129, 105], [331, 351], [331, 105], [309, 365], [309, 118], [106, 365], [106, 118]]",225,260
180,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[120, 317], [120, 145], [314, 318], [314, 145], [295, 329], [295, 157], [100, 329], [100, 157]]",214,184
181,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 355], [129, 108], [329, 355], [329, 107], [307, 368], [307, 120], [107, 368], [107, 120]]",222,261
182,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[129, 354], [129, 107], [330, 354], [330, 107], [307, 368], [307, 120], [106, 368], [106, 120]]",224,261
183,"[[0, 1, 3, 2], [0, 1, 7, 6], [2, 3, 5, 4], [4, 5, 7, 6]]","[[131, 352], [131, 109], [329, 353], [329, 109], [307, 366], [307, 122], [109, 365], [109, 122]]",220,257
